timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,economic_index,market_demand_index,temperature_index
2024-01-15,US East,Compute,1131.95,1278.92,135.83,99.8,0,103.4,60.73,18.48
2024-01-15,US East,Storage,929.63,1065.71,55.78,99.28,0,103.4,60.73,18.48
2024-01-15,US West,Compute,1110.73,1276.04,133.29,99.57,0,103.4,60.73,18.48
2024-01-15,US West,Storage,812.6,922.94,48.76,99.69,0,103.4,60.73,18.48
2024-01-15,India South,Compute,795.88,930.31,95.51,99.24,0,103.4,60.73,18.48
2024-01-15,India South,Storage,763.73,878.62,45.82,99.88,0,103.4,60.73,18.48
2024-01-16,US East,Compute,1172.94,1271.13,140.75,99.66,0,99.92,56.7,20.46
2024-01-16,US East,Storage,866.99,1050.47,52.02,99.65,0,99.92,56.7,20.46
2024-01-16,US West,Compute,1159.41,1326.55,139.13,99.63,0,99.92,56.7,20.46
2024-01-16,US West,Storage,753.48,913.07,45.21,99.51,0,99.92,56.7,20.46
2024-01-16,India South,Compute,887.61,967.47,106.51,99.45,0,99.92,56.7,20.46
2024-01-16,India South,Storage,639.89,766.77,38.39,99.22,0,99.92,56.7,20.46
2024-01-17,US East,Compute,1119.43,1307.55,134.33,99.89,0,100.85,60.36,20.36
2024-01-17,US East,Storage,951.77,1065.49,57.11,99.34,0,100.85,60.36,20.36
2024-01-17,US West,Compute,1102.03,1306.0,132.24,99.84,0,100.85,60.36,20.36
2024-01-17,US West,Storage,826.5,935.67,49.59,99.81,0,100.85,60.36,20.36
2024-01-17,India South,Compute,877.79,989.89,105.33,99.94,0,100.85,60.36,20.36
2024-01-17,India South,Storage,664.19,787.15,39.85,99.8,0,100.85,60.36,20.36
2024-01-18,US East,Compute,1201.92,1363.56,144.23,99.21,0,102.62,61.27,20.02
2024-01-18,US East,Storage,884.38,1067.23,53.06,99.27,0,102.62,61.27,20.02
2024-01-18,US West,Compute,1083.7,1314.62,130.04,99.65,0,102.62,61.27,20.02
2024-01-18,US West,Storage,819.94,958.06,49.2,99.55,0,102.62,61.27,20.02
2024-01-18,India South,Compute,810.39,951.52,97.25,99.79,0,102.62,61.27,20.02
2024-01-18,India South,Storage,604.4,719.73,36.26,99.82,0,102.62,61.27,20.02
2024-01-19,US East,Compute,1120.37,1279.25,134.44,99.9,0,101.59,56.87,20.08
2024-01-19,US East,Storage,853.47,938.83,51.21,99.8,0,101.59,56.87,20.08
2024-01-19,US West,Compute,1044.97,1219.01,125.4,99.28,0,101.59,56.87,20.08
2024-01-19,US West,Storage,842.45,918.43,50.55,99.85,0,101.59,56.87,20.08
2024-01-19,India South,Compute,840.33,990.64,100.84,99.26,0,101.59,56.87,20.08
2024-01-19,India South,Storage,590.36,704.77,35.42,99.95,0,101.59,56.87,20.08
2024-01-20,US East,Compute,1179.65,1344.08,141.56,99.92,1,100.28,57.22,19.79
2024-01-20,US East,Storage,991.52,1086.28,59.49,99.59,1,100.28,57.22,19.79
2024-01-20,US West,Compute,1063.14,1156.57,127.58,99.29,1,100.28,57.22,19.79
2024-01-20,US West,Storage,810.43,888.6,48.63,99.71,1,100.28,57.22,19.79
2024-01-20,India South,Compute,901.91,1095.55,108.23,99.5,1,100.28,57.22,19.79
2024-01-20,India South,Storage,769.21,861.51,46.15,99.89,1,100.28,57.22,19.79
2024-01-21,US East,Compute,1114.62,1355.05,133.75,99.61,1,101.99,58.69,20.1
2024-01-21,US East,Storage,990.07,1132.28,59.4,99.7,1,101.99,58.69,20.1
2024-01-21,US West,Compute,1121.81,1303.32,134.62,99.91,1,101.99,58.69,20.1
2024-01-21,US West,Storage,959.14,1073.12,57.55,99.35,1,101.99,58.69,20.1
2024-01-21,India South,Compute,822.25,941.41,98.67,99.48,1,101.99,58.69,20.1
2024-01-21,India South,Storage,631.7,768.41,37.9,99.98,1,101.99,58.69,20.1
2024-01-22,US East,Compute,1218.03,1432.24,146.16,99.33,0,102.0,59.34,21.88
2024-01-22,US East,Storage,868.39,1048.61,52.1,99.85,0,102.0,59.34,21.88
2024-01-22,US West,Compute,985.04,1192.47,118.2,99.88,0,102.0,59.34,21.88
2024-01-22,US West,Storage,937.64,1018.59,56.26,99.22,0,102.0,59.34,21.88
2024-01-22,India South,Compute,941.52,1146.98,112.98,99.32,0,102.0,59.34,21.88
2024-01-22,India South,Storage,649.1,755.02,38.95,99.5,0,102.0,59.34,21.88
2024-01-23,US East,Compute,1125.04,1223.92,135.0,99.88,0,101.81,61.14,18.41
2024-01-23,US East,Storage,903.31,1072.82,54.2,99.95,0,101.81,61.14,18.41
2024-01-23,US West,Compute,1067.07,1279.36,128.05,99.4,0,101.81,61.14,18.41
2024-01-23,US West,Storage,763.69,926.79,45.82,99.68,0,101.81,61.14,18.41
2024-01-23,India South,Compute,862.21,958.79,103.47,99.73,0,101.81,61.14,18.41
2024-01-23,India South,Storage,585.2,641.32,35.11,99.73,0,101.81,61.14,18.41
2024-01-24,US East,Compute,1231.76,1425.48,147.81,99.64,0,103.29,61.76,20.12
2024-01-24,US East,Storage,907.05,1090.94,54.42,99.52,0,103.29,61.76,20.12
2024-01-24,US West,Compute,1102.97,1299.93,132.36,99.37,0,103.29,61.76,20.12
2024-01-24,US West,Storage,909.87,1000.03,54.59,99.21,0,103.29,61.76,20.12
2024-01-24,India South,Compute,934.26,1060.3,112.11,99.55,0,103.29,61.76,20.12
2024-01-24,India South,Storage,571.73,689.84,34.3,99.48,0,103.29,61.76,20.12
2024-01-25,US East,Compute,1078.19,1294.62,129.38,99.95,0,103.59,58.81,21.63
2024-01-25,US East,Storage,800.8,916.34,48.05,99.97,0,103.59,58.81,21.63
2024-01-25,US West,Compute,1060.92,1218.96,127.31,99.46,0,103.59,58.81,21.63
2024-01-25,US West,Storage,749.48,817.4,44.97,99.3,0,103.59,58.81,21.63
2024-01-25,India South,Compute,910.93,1000.13,109.31,99.32,0,103.59,58.81,21.63
2024-01-25,India South,Storage,699.25,773.0,41.96,99.47,0,103.59,58.81,21.63
2024-01-26,US East,Compute,1101.86,1219.67,132.22,99.23,0,101.22,58.53,20.96
2024-01-26,US East,Storage,933.24,1029.97,55.99,99.42,0,101.22,58.53,20.96
2024-01-26,US West,Compute,1057.83,1173.01,126.94,99.49,0,101.22,58.53,20.96
2024-01-26,US West,Storage,765.64,880.85,45.94,99.75,0,101.22,58.53,20.96
2024-01-26,India South,Compute,828.77,996.43,99.45,99.93,0,101.22,58.53,20.96
2024-01-26,India South,Storage,690.09,751.2,41.41,99.42,0,101.22,58.53,20.96
2024-01-27,US East,Compute,1126.45,1274.99,135.17,99.58,1,102.86,60.18,19.47
2024-01-27,US East,Storage,812.09,929.64,48.73,99.79,1,102.86,60.18,19.47
2024-01-27,US West,Compute,1146.26,1243.85,137.55,99.4,1,102.86,60.18,19.47
2024-01-27,US West,Storage,862.34,993.1,51.74,99.62,1,102.86,60.18,19.47
2024-01-27,India South,Compute,889.43,973.93,106.73,99.55,1,102.86,60.18,19.47
2024-01-27,India South,Storage,580.86,649.22,34.85,99.5,1,102.86,60.18,19.47
2024-01-28,US East,Compute,1262.23,1502.66,151.47,99.59,1,102.52,57.37,18.92
2024-01-28,US East,Storage,955.9,1044.0,57.35,99.62,1,102.52,57.37,18.92
2024-01-28,US West,Compute,1155.64,1317.93,138.68,99.3,1,102.52,57.37,18.92
2024-01-28,US West,Storage,860.08,963.06,51.6,99.49,1,102.52,57.37,18.92
2024-01-28,India South,Compute,926.32,1046.61,111.16,99.98,1,102.52,57.37,18.92
2024-01-28,India South,Storage,791.81,922.31,47.51,99.39,1,102.52,57.37,18.92
2024-01-29,US East,Compute,1109.16,1224.81,133.1,99.91,0,101.74,57.69,19.41
2024-01-29,US East,Storage,905.91,1030.43,54.35,99.98,0,101.74,57.69,19.41
2024-01-29,US West,Compute,1014.39,1111.45,121.73,99.51,0,101.74,57.69,19.41
2024-01-29,US West,Storage,793.14,875.57,47.59,99.73,0,101.74,57.69,19.41
2024-01-29,India South,Compute,916.07,1108.55,109.93,99.64,0,101.74,57.69,19.41
2024-01-29,India South,Storage,577.09,685.43,34.63,99.35,0,101.74,57.69,19.41
2024-01-30,US East,Compute,1063.35,1165.51,127.6,99.68,0,103.01,57.13,18.2
2024-01-30,US East,Storage,905.89,1014.97,54.35,99.66,0,103.01,57.13,18.2
2024-01-30,US West,Compute,1060.29,1224.17,127.23,99.24,0,103.01,57.13,18.2
2024-01-30,US West,Storage,755.09,851.08,45.31,99.31,0,103.01,57.13,18.2
2024-01-30,India South,Compute,931.13,1038.81,111.74,99.74,0,103.01,57.13,18.2
2024-01-30,India South,Storage,642.64,762.45,38.56,99.67,0,103.01,57.13,18.2
2024-01-31,US East,Compute,1148.82,1374.32,137.86,99.96,0,100.07,57.07,20.58
2024-01-31,US East,Storage,925.27,1120.84,55.52,99.34,0,100.07,57.07,20.58
2024-01-31,US West,Compute,1028.01,1119.82,123.36,99.79,0,100.07,57.07,20.58
2024-01-31,US West,Storage,897.82,987.21,53.87,99.83,0,100.07,57.07,20.58
2024-01-31,India South,Compute,886.02,981.91,106.32,99.33,0,100.07,57.07,20.58
2024-01-31,India South,Storage,700.92,822.27,42.06,99.61,0,100.07,57.07,20.58
2024-02-01,US East,Compute,1292.37,1475.21,155.08,99.5,0,102.2,56.74,24.67
2024-02-01,US East,Storage,924.63,1058.49,55.48,99.44,0,102.2,56.74,24.67
2024-02-01,US West,Compute,1119.71,1245.69,134.37,99.91,0,102.2,56.74,24.67
2024-02-01,US West,Storage,970.61,1100.42,58.24,99.63,0,102.2,56.74,24.67
2024-02-01,India South,Compute,929.36,1018.92,111.52,99.94,0,102.2,56.74,24.67
2024-02-01,India South,Storage,758.09,885.36,45.49,99.46,0,102.2,56.74,24.67
2024-02-02,US East,Compute,1356.54,1634.83,162.78,99.82,0,103.03,54.17,25.63
2024-02-02,US East,Storage,921.56,1027.34,55.29,99.79,0,103.03,54.17,25.63
2024-02-02,US West,Compute,1067.61,1158.03,128.11,99.65,0,103.03,54.17,25.63
2024-02-02,US West,Storage,898.76,1013.7,53.93,99.85,0,103.03,54.17,25.63
2024-02-02,India South,Compute,935.24,1024.54,112.23,99.87,0,103.03,54.17,25.63
2024-02-02,India South,Storage,695.65,828.95,41.74,99.32,0,103.03,54.17,25.63
2024-02-03,US East,Compute,1272.47,1497.89,152.7,99.63,1,101.78,56.51,24.08
2024-02-03,US East,Storage,1030.46,1149.22,61.83,99.47,1,101.78,56.51,24.08
2024-02-03,US West,Compute,1011.88,1158.28,121.43,99.95,1,101.78,56.51,24.08
2024-02-03,US West,Storage,959.79,1057.18,57.59,99.66,1,101.78,56.51,24.08
2024-02-03,India South,Compute,1061.97,1149.62,127.44,99.89,1,101.78,56.51,24.08
2024-02-03,India South,Storage,719.59,871.06,43.18,99.65,1,101.78,56.51,24.08
2024-02-04,US East,Compute,1248.58,1449.2,149.83,99.68,1,103.31,55.45,24.21
2024-02-04,US East,Storage,1044.71,1264.95,62.68,99.93,1,103.31,55.45,24.21
2024-02-04,US West,Compute,1087.93,1243.63,130.55,99.29,1,103.31,55.45,24.21
2024-02-04,US West,Storage,873.37,1015.54,52.4,99.52,1,103.31,55.45,24.21
2024-02-04,India South,Compute,980.87,1066.86,117.7,99.46,1,103.31,55.45,24.21
2024-02-04,India South,Storage,651.11,752.19,39.07,99.93,1,103.31,55.45,24.21
2024-02-05,US East,Compute,1200.15,1333.9,144.02,99.56,0,101.25,52.42,23.7
2024-02-05,US East,Storage,1049.26,1153.89,62.96,99.34,0,101.25,52.42,23.7
2024-02-05,US West,Compute,956.79,1155.88,114.81,99.49,0,101.25,52.42,23.7
2024-02-05,US West,Storage,866.77,1006.56,52.01,99.7,0,101.25,52.42,23.7
2024-02-05,India South,Compute,899.09,981.76,107.89,99.99,0,101.25,52.42,23.7
2024-02-05,India South,Storage,645.45,742.47,38.73,99.67,0,101.25,52.42,23.7
2024-02-06,US East,Compute,1211.63,1343.36,145.4,99.35,0,102.99,54.95,25.2
2024-02-06,US East,Storage,947.15,1097.82,56.83,99.25,0,102.99,54.95,25.2
2024-02-06,US West,Compute,1086.0,1290.79,130.32,99.56,0,102.99,54.95,25.2
2024-02-06,US West,Storage,710.97,807.74,42.66,99.64,0,102.99,54.95,25.2
2024-02-06,India South,Compute,980.71,1080.48,117.69,99.34,0,102.99,54.95,25.2
2024-02-06,India South,Storage,627.39,734.15,37.64,99.52,0,102.99,54.95,25.2
2024-02-07,US East,Compute,1263.6,1368.17,151.63,99.28,0,102.26,56.87,26.27
2024-02-07,US East,Storage,881.38,1050.59,52.88,99.34,0,102.26,56.87,26.27
2024-02-07,US West,Compute,1045.28,1143.45,125.43,99.39,0,102.26,56.87,26.27
2024-02-07,US West,Storage,912.81,1078.14,54.77,99.88,0,102.26,56.87,26.27
2024-02-07,India South,Compute,893.56,1048.62,107.23,99.36,0,102.26,56.87,26.27
2024-02-07,India South,Storage,781.4,875.98,46.88,99.91,0,102.26,56.87,26.27
2024-02-08,US East,Compute,1209.2,1444.32,145.1,99.47,0,103.44,52.5,25.92
2024-02-08,US East,Storage,906.86,1054.35,54.41,99.41,0,103.44,52.5,25.92
2024-02-08,US West,Compute,1034.1,1207.19,124.09,99.52,0,103.44,52.5,25.92
2024-02-08,US West,Storage,745.11,835.44,44.71,99.95,0,103.44,52.5,25.92
2024-02-08,India South,Compute,1017.01,1207.09,122.04,99.31,0,103.44,52.5,25.92
2024-02-08,India South,Storage,709.58,855.21,42.57,99.83,0,103.44,52.5,25.92
2024-02-09,US East,Compute,1238.76,1447.72,148.65,99.4,0,104.28,54.27,24.94
2024-02-09,US East,Storage,846.51,930.75,50.79,99.86,0,104.28,54.27,24.94
2024-02-09,US West,Compute,1119.71,1236.2,134.37,99.42,0,104.28,54.27,24.94
2024-02-09,US West,Storage,890.88,964.44,53.45,99.92,0,104.28,54.27,24.94
2024-02-09,India South,Compute,926.97,1036.69,111.24,99.64,0,104.28,54.27,24.94
2024-02-09,India South,Storage,653.14,764.96,39.19,99.86,0,104.28,54.27,24.94
2024-02-10,US East,Compute,1281.16,1415.11,153.74,99.92,1,103.5,56.97,26.67
2024-02-10,US East,Storage,838.67,966.69,50.32,99.24,1,103.5,56.97,26.67
2024-02-10,US West,Compute,1041.83,1149.43,125.02,99.78,1,103.5,56.97,26.67
2024-02-10,US West,Storage,881.23,982.0,52.87,99.51,1,103.5,56.97,26.67
2024-02-10,India South,Compute,869.9,974.65,104.39,99.48,1,103.5,56.97,26.67
2024-02-10,India South,Storage,653.29,757.36,39.2,99.58,1,103.5,56.97,26.67
2024-02-11,US East,Compute,1168.79,1267.4,140.25,99.41,1,104.36,55.99,25.18
2024-02-11,US East,Storage,991.14,1153.0,59.47,99.24,1,104.36,55.99,25.18
2024-02-11,US West,Compute,1272.21,1433.52,152.67,99.81,1,104.36,55.99,25.18
2024-02-11,US West,Storage,864.26,946.3,51.86,99.26,1,104.36,55.99,25.18
2024-02-11,India South,Compute,913.12,1074.17,109.57,99.54,1,104.36,55.99,25.18
2024-02-11,India South,Storage,818.09,911.76,49.09,99.85,1,104.36,55.99,25.18
2024-02-12,US East,Compute,1126.08,1273.07,135.13,99.27,0,104.0,56.95,25.62
2024-02-12,US East,Storage,944.65,1044.71,56.68,99.63,0,104.0,56.95,25.62
2024-02-12,US West,Compute,1155.85,1389.58,138.7,99.78,0,104.0,56.95,25.62
2024-02-12,US West,Storage,903.61,1063.48,54.22,99.87,0,104.0,56.95,25.62
2024-02-12,India South,Compute,980.07,1092.73,117.61,99.59,0,104.0,56.95,25.62
2024-02-12,India South,Storage,737.62,815.28,44.26,99.65,0,104.0,56.95,25.62
2024-02-13,US East,Compute,1217.92,1462.34,146.15,99.87,0,103.64,52.84,26.05
2024-02-13,US East,Storage,990.01,1113.44,59.4,99.85,0,103.64,52.84,26.05
2024-02-13,US West,Compute,1124.37,1250.53,134.92,99.3,0,103.64,52.84,26.05
2024-02-13,US West,Storage,842.29,918.75,50.54,99.75,0,103.64,52.84,26.05
2024-02-13,India South,Compute,990.57,1078.88,118.87,99.45,0,103.64,52.84,26.05
2024-02-13,India South,Storage,658.16,760.52,39.49,99.82,0,103.64,52.84,26.05
2024-02-14,US East,Compute,1273.67,1417.1,152.84,99.22,0,104.53,52.03,25.27
2024-02-14,US East,Storage,954.06,1155.81,57.24,99.83,0,104.53,52.03,25.27
2024-02-14,US West,Compute,1182.53,1442.34,141.9,99.48,0,104.53,52.03,25.27
2024-02-14,US West,Storage,838.99,962.47,50.34,99.7,0,104.53,52.03,25.27
2024-02-14,India South,Compute,999.78,1202.05,119.97,99.98,0,104.53,52.03,25.27
2024-02-14,India South,Storage,685.11,780.33,41.11,99.78,0,104.53,52.03,25.27
2024-02-15,US East,Compute,1139.63,1278.08,136.76,99.38,0,105.01,54.16,24.72
2024-02-15,US East,Storage,894.0,970.79,53.64,99.21,0,105.01,54.16,24.72
2024-02-15,US West,Compute,1116.52,1265.92,133.98,99.74,0,105.01,54.16,24.72
2024-02-15,US West,Storage,884.08,981.82,53.04,99.95,0,105.01,54.16,24.72
2024-02-15,India South,Compute,974.28,1181.08,116.91,99.57,0,105.01,54.16,24.72
2024-02-15,India South,Storage,699.0,814.95,41.94,99.33,0,105.01,54.16,24.72
2024-02-16,US East,Compute,1367.61,1521.18,164.11,99.34,0,103.78,55.98,25.29
2024-02-16,US East,Storage,911.73,1084.18,54.7,99.48,0,103.78,55.98,25.29
2024-02-16,US West,Compute,1085.28,1180.89,130.23,99.97,0,103.78,55.98,25.29
2024-02-16,US West,Storage,955.26,1124.76,57.32,99.32,0,103.78,55.98,25.29
2024-02-16,India South,Compute,880.98,1052.08,105.72,99.38,0,103.78,55.98,25.29
2024-02-16,India South,Storage,724.01,842.03,43.44,99.66,0,103.78,55.98,25.29
2024-02-17,US East,Compute,1237.45,1449.96,148.49,99.64,1,102.16,53.77,24.61
2024-02-17,US East,Storage,969.19,1058.53,58.15,99.52,1,102.16,53.77,24.61
2024-02-17,US West,Compute,1035.85,1223.63,124.3,99.59,1,102.16,53.77,24.61
2024-02-17,US West,Storage,826.17,901.64,49.57,99.37,1,102.16,53.77,24.61
2024-02-17,India South,Compute,884.17,1060.27,106.1,99.59,1,102.16,53.77,24.61
2024-02-17,India South,Storage,725.27,832.09,43.52,99.67,1,102.16,53.77,24.61
2024-02-18,US East,Compute,1331.1,1487.35,159.73,99.89,1,103.25,57.09,25.68
2024-02-18,US East,Storage,984.56,1180.57,59.07,99.89,1,103.25,57.09,25.68
2024-02-18,US West,Compute,1185.13,1397.47,142.22,99.86,1,103.25,57.09,25.68
2024-02-18,US West,Storage,934.03,1089.64,56.04,99.79,1,103.25,57.09,25.68
2024-02-18,India South,Compute,985.38,1086.09,118.25,99.9,1,103.25,57.09,25.68
2024-02-18,India South,Storage,701.81,790.88,42.11,99.79,1,103.25,57.09,25.68
2024-02-19,US East,Compute,1222.02,1320.87,146.64,99.43,0,103.94,55.74,24.61
2024-02-19,US East,Storage,1025.83,1196.5,61.55,99.98,0,103.94,55.74,24.61
2024-02-19,US West,Compute,1037.01,1212.02,124.44,99.63,0,103.94,55.74,24.61
2024-02-19,US West,Storage,914.8,1087.86,54.89,99.28,0,103.94,55.74,24.61
2024-02-19,India South,Compute,930.19,1130.01,111.62,99.47,0,103.94,55.74,24.61
2024-02-19,India South,Storage,806.49,942.44,48.39,99.94,0,103.94,55.74,24.61
2024-02-20,US East,Compute,1158.71,1262.33,139.05,99.66,0,103.4,55.39,26.07
2024-02-20,US East,Storage,1020.82,1109.02,61.25,99.89,0,103.4,55.39,26.07
2024-02-20,US West,Compute,1027.21,1249.38,123.27,99.97,0,103.4,55.39,26.07
2024-02-20,US West,Storage,836.49,992.21,50.19,99.22,0,103.4,55.39,26.07
2024-02-20,India South,Compute,937.85,1015.78,112.54,99.46,0,103.4,55.39,26.07
2024-02-20,India South,Storage,805.77,947.31,48.35,99.55,0,103.4,55.39,26.07
2024-02-21,US East,Compute,1246.7,1467.51,149.6,99.37,0,103.84,52.1,22.8
2024-02-21,US East,Storage,919.0,1003.12,55.14,99.74,0,103.84,52.1,22.8
